Room ID,Room Code
85ac92829dfcc8af6a1788519ebad752,Max Lowenthal Hall (LOW)-3010
85d4f83715f2d6d9f265c94e85150850,Dubai H-213
86045c23bbca22aeddb915fbbcd65523,Golisano Hall (GOL)-2025
862947cf0f66dcb5b18a0405c81a27ae,Max Lowenthal Hall (LOW)-1050
867defd4c2554d816fc84586952fd9e5,Dubai H-109
86d475a51e3ee01e6766bec5d6e06c8c,George Eastman Hall (EAS)-1300
87c046534068adeebedad6482e8df4fb,Lyndon Johnson Hall (LBJ)-2420
8802657328a91498a03e10cf2a0d9bfd,James E Booth (BOO)-1610
8814d59838e448c0c9c9c103b6f65d13,James E Gleason Hall(GLE)-2260
8861d0db2965f12f3451597d74dcf8cb,James E Gleason Hall(GLE)-4460
8961ad2487dbf806aad7c41a464e37b9,Engineering Hall (ENG)-2700
897ca064e04004670f3fe31bb58033dd,Wallace Library (WAL)-3420
8a04560a7f163f3c0346d4fa82a9e907,Frank E. Gannett (GAN)-A100
8a3f73f1ddd855f3eda98b88b6d6fd0a,James E Gleason Hall(GLE)-2139
8b08bb69e3e30a3c65f9a0204e6f5c24,Global Village Plaza (GVP)-400
8b10df714cef47d8f4bee8388f52e20a,James E Gleason Hall(GLE)-4460
8b16bf1562279deb95b7263c920733fe,Annex IX (909) - 1515
8bf21373679916cbde54470a5c9bf48a,Frank E. Gannett (GAN)-1211
8ca70d82aa1d20d0228d757d3f8d701b,Dubai C-107
8ccf0f2826cb5a494adc85e017fec0f2,Student Alumni Union(SAU)-1145
8cda9839edeb6cb0f8889c78a78a1196,James E Gleason Hall(GLE)-4460
8d478fc45706fbc3d6d112a38b52486a,SH Explore & Devel (SHD)-4300
8dd120e013695f4b78664548607cc197,Slaughter Hall (SLA)-2470
8e3cbd2bad3b990e9323b89bb91d093a,James E Gleason Hall(GLE)-2360
901600ea649a5ec946cc19f5563ae800,Ctr Stu Innovation(CSI)-1600
907f19477914ca4e531a4aec421dc56f,George Eastman Hall (EAS)-3330
90887d9c4a937ab45966c47f2a6cfd0e,Liberal Arts Hall (LBR)-3214
9172c539254cc172f348fe811a07c117,James E Gleason Hall(GLE)-4460
91f7c3d4aa696ecfb699ce093c53e7d1,James E Gleason Hall(GLE)-1000
91fae9cbbb22560616d70204e27751bc,George Eastman Hall (EAS)-3379
92111d33d61aa7be559bb3e76287e441,Slaughter Hall (SLA)-1475B
9230ebd55359b7a3eeeff8bf5907fe6b,Thomas Gosnell Hall (GOS)-1305
9261804f6e05924da9d2a0a67d893855,Lewis P Ross Hall (ROS) - A310
927de6d5d3bac6a9831965f551d55bbb,Thomas Gosnell Hall (GOS)-2113
92d28639fe1ac6e3dcde6824d0802b42,Lyndon Johnson Hall (LBJ)-1430
9365495f6c67e57e3b0f2d49a9e4935a,James E Booth (BOO)-1440
9416dec7ca030e66f5e75fadf8bbb743,Lyndon Johnson Hall (LBJ)-1615
9434d5d1c618ab32182b3bf50f6eec9f,Dubai C-106
9448283c905e4cdf42a092ae9b738b7c,Lyndon Johnson Hall (LBJ)-1625
944f89b4f9bb420b456adbc8156aa2e9,George Eastman Hall (EAS)-3287
953d04247b43da4d995f71fc3b4c8b18,Max Lowenthal Hall (LOW)-1245
9551b10deafe611938a4111343dc61ae,DBK 15
956d84959deb256a2e5d4c38a8e4f5e2,Golisano Hall (GOL)-2320
97929b176ab4f0f2fcf4a9167de2173c,Instructor Provided
979dc84b6bf3561f6550b3cac3b0366d,Thomas Gosnell Hall (GOS)-2273
98a4d64c00ea74d6fcce13496405a2ab,James E Gleason Hall(GLE)-3200
9a0441dd25f6c6c2906ac9ebf52658ad,Liberal Arts Hall (LBR)-3232
9a4a7d3864437bf528c5c56d00c2a742,Golisano Hall (GOL)-2780
9a666d7d9c18c6fcbcdd6e52def5d8d9,James E Gleason Hall(GLE)-2360
9a944abdfc1837b84a2c5e3c5568e582,SH Explore & Devel (SHD)-3350
9abdb53861d896657bb43ec80691be47,Wallace Library (WAL)-3605
9aeecce95b26ad3d5c47963ce4021281,Thomas Gosnell Hall (GOS)-2300
9b07a81b5903efcc9d7b0bfd2867eaf8,James E Gleason Hall(GLE)-3190
9bcc4e5b390f707526fd36e3b18e49ae,James E Gleason Hall(GLE)-4425
9c95bd6ca45aa1faa6e745f9c36704d6,Frank E. Gannett (GAN)-A141
9d6c01d75d19e69d5c8d244b0114a103,James E Booth (BOO)-1470
9d6eef4fa377cbe526890b1e4c7bd60a,Thomas Gosnell Hall (GOS)-3179
9ddc6ccd1308b06d7c1938c7cd28ad28,Wallace Library (WAL)-4510
9e03d033cd03c5ffa873ff47087d3022,Frank E. Gannett (GAN)-1118
9e25e050da21f11a786180aec2e4800a,SH Explore & Devel (SHD)-3300
9e27c53ee3e95914b6061710d49a74eb,George Eastman Hall (EAS)-2190
9ed48dba0fd1dc8e3ceecef6fdb5765c,Carlson Ctr Imaging (CAR)-3125
9f173a6a3c66db8ef048e177e20c21f6,Golisano Hall (GOL)-1550
9f4eeab9b3422aed4cfd6e1fa42a1c6a,Sustainability Inst(SUS)-3140
9f70aa02baa2a131059b3a8401e2be06,Dubai C-209
9fa3334567f7c840c95965fcd42b4a8e,Golisano Hall (GOL)-3435
9fb28ed7fc8a0daf0a5373dbe25d8583,Liberal Arts Hall (LBR)-3233
9ff3732bb645a5df7700a42486622440,ZAG-36
a017bb0f5e0f9e623278eb748fe94ac3,James E Gleason Hall(GLE)-2129
a10329eb544e7335feaecc8d5fc78cb2,Max Lowenthal Hall (LOW)-3135
a12eebd06446806f4e4e9216bea23844,Turf Field
a13efe9631500140b1bb93371f3d15a9,James E Booth (BOO)-1305
a1a870f91d82bb38e4ff552bfcbdb316,Student Dev Ctr (CSD)-1310
a1c1b13714f188b644e7281fc098aa32,James E Booth (BOO)-2631
a25cb42449bff3003b6be2cdb510439c,James E Booth (BOO)-3634
a264fd1459bec3f53a4de007ea9c4d12,Lyndon Johnson Hall (LBJ)-3615
a2e1786a5e5b4d027006e88e3a7333bf,Wallace Library (WAL)-A430
a2f58ea10774c4312cbeff66128ce33f,Thomas Gosnell Hall (GOS)-3010
a32017d3054524467fae7f0582558fa7,Thomas Gosnell Hall (GOS)-A100
a3cb91f507f51623da4e7a5516d52fa2,Engineering Hall (ENG)-2700
a3fb822ada08cff84948422de30b5582,Orange Hall (ORN)-1380
a4a18e6d78816f4303efb981ff9005bc,James E Booth (BOO)-4630
a53960603950284af1e81ebb23918951,Frank E. Gannett (GAN)-A140
a58d74ab0d65f452c4c4e2e77aba1863,James E Gleason Hall(GLE)-2360
a6bf1cdaf475d02b90d613f0350f2145,AUK 303
a6eb5a8aedbe84ad31354897fd3599d3,Lyndon Johnson Hall (LBJ)-2480
a710fc2ff04d461e9e3f4d85343d4d73,James E Booth (BOO)-3601
a716a26623a4257c47794905faecc475,Golisano Hall (GOL)-2550
a8578da65677fdf0efea88516293091a,Slaughter Hall (SLA)-1630
a8616b1df9d78832ee672e71356ecf8c,Carlson Ctr Imaging (CAR)-3200
a8658da12c3816ad50ccbfab0a777721,Lyndon Johnson Hall (LBJ)-2110
a86d7ea70fafae9446843e71c9606d27,Lyndon Johnson Hall (LBJ)-2227
a893a817a0cd16009dd55f43be0b1cc0,Frank E. Gannett (GAN)-2155
a9bc1ebe4ae315288a75f722f8a21b73,Thomas Gosnell Hall (GOS)-1300
ab038e17f7898f05779496e20bde0ce9,Dubai E-113
ab1f19a59947aaf2952dc95fc45ffb27,Lyndon Johnson Hall (LBJ)-2500
ab2db73685c3852521852a5e33f23ae2,Frank E. Gannett (GAN)-1297
ab809d6d39cec7526b13c47af849b861,Color Science Hall (COL) -1080
aba76eff88880a395078b46279728248,Lyndon Johnson Hall (LBJ)-2820
acc83e2108504234ef42b9fb9a50a330,Max Lowenthal Hall (LOW)-3225
acf44cdbb09e5f85a815769b87c37565,Hugh L Carey Hall (HLC)-1345
adc900c456ae8bfe38bd86254e658aea,MAGIC Spell Studios (MSS)-2160
adcba322d55f50c718d6b8d599953438,Slaughter Hall (SLA)-1475C
adcbbbebc254d42541e71fc0406ab5e7,James E Gleason Hall(GLE)-2170
ae177a491589391cb735fab4ca838b01,James E Gleason Hall(GLE)-2255
aeec066f0ec822c0331dbb1cb238167b,Thomas Gosnell Hall (GOS)-1345
af2ea72634a39fddb5229108667a83f9,Gordon Field House(GOR)-POOLCM
afd86796f54b38bf91ea39798d84e203,Dubai E-305
b0553411c2980b7ca54c3844c13288f2,James E Gleason Hall(GLE)-2120
b07510a8c71c60e722deeb9e67eadb74,George Eastman Hall (EAS)-1310
b084aec30d01beb59801c413a5bb45ce,Hale-Andrews Center (HAC)-CT2
b16e0ba01b24b5a769d2b655ca5947a6,Institute Hall (INS)-A100
b19ffab94f85d8830ed6959ab2079569,George Eastman Hall (EAS)-4227
b2bbb0d39fe2763f604e6c176df553f7,Frank E. Gannett (GAN)-A110
b2c056e0110e222f16158ca812464e33,Golisano Hall (GOL)-2160
b31f7f1d6553213fa0607271bfa8bec7,James E Gleason Hall(GLE)-4400
b34e8a9b66a0c4aac965a659cf95f2cc,James E Booth (BOO)-2630
b364e1161c037e5bd799509e06ac75b4,Dubai H-108
b3a72b1c70603c0742160c9fe6f20d37,Observatory House (OBH)-001
b3b1d2ea5794b83ad64f0a7260ce0ec7,James E Booth (BOO)-A590
b3b5ec7e801ff7d57f78f8886fc47214,Lyndon Johnson Hall (LBJ)-2225
b44ab62585f8ab73abb8517c93e3abc7,James E Booth (BOO)-2574
b4daf4e6ee969cfcab9479591475f656,Max Lowenthal Hall (LOW)-3115
b4f2dcdbe2ecc32c3a6d44e0f94f87ee,Lyndon Johnson Hall (LBJ)-3645
b50ccc7924ee1dcfca160a4b96bc3102,AUK 305
b592a6aea69e1bed4dcda277c92ad53c,Thomas Gosnell Hall (GOS)-2178
b633d00678c528410e07f9237a177b7e,Slaughter Hall (SLA)-1655
b65f22e987c94ab26c19b2b5f5a7c162,James E Booth (BOO)-2631
b66396f4cb2a49af44caa51c43a57ae5,Slaughter Hall (SLA)-1290
b6694c66df82c930274512a02b4112eb,Wallace Library (WAL)-4520
b66a0c3a20968ee329a39c8d852fea77,Online lec w/in-person lab
b68f00d5f7a00f7992fe92e326b4e2fc,Frank E. Gannett (GAN)-3270
b72691504a53efc6592b8c4b84c16d05,Slaughter Hall (SLA)-1640
b726f4a2cda423da44f61f730c5b8c66,James E Booth (BOO)-3330
b7d1e2e46607b88bdd0adaf3a6fc22a5,Lyndon Johnson Hall (LBJ)-1825
b8e8891fa32e39274692256aa94101c9,Carlson Ctr Imaging (CAR)-1125
b9be3c4e58425810a8ab8d42ef19e481,Hugh L Carey Hall (HLC)-1285
b9c06899ff8cd53027e7da66e286ccc7,Engineering TechHall(ENT)-3145
ba18dd168648c3f3706f7fa7ac8bfd2c,Thomas Gosnell Hall (GOS)-A335
ba26cb75d3fea68836d02525b13534b6,Lyndon Johnson Hall (LBJ)-2355
ba35ba06067c34bfa80b0622338cdc87,Thomas Gosnell Hall (GOS)-1273
ba435294de7c2635e80389f6ecbe0d2e,Thomas Gosnell Hall (GOS)-2345
ba844fbfa9b69177185873def950752a,Liberal Arts Hall (LBR)-A205
bb39659e4c6be1c8eee880f280fd1c96,Max Lowenthal Hall (LOW) -1105
bb750786804e952d4a6b4b3515def10e,Wallace Library (WAL)-4530
bb86819d73eadb8c1afc6317d4dc2919,ZAG-03 LAB
bc83970485a2e317291e79283892d796,Golisano Hall (GOL)-1520
bcc21cd0dfce36aad7353119379f3cc5,MAGIC Spell Studios (MSS)-3190
bdb80b16a6f20ec165eb45ec7ec73e01,Frank E. Gannett (GAN)-A180
be7df7fabf68bd2403b1c1a1a80ec5ba,Lyndon Johnson Hall (LBJ)-1640
bfd605f42607a5c3ddbc6d1c197e6806,James E Gleason Hall(GLE)-3460
bfe9236c3fa5d38896d3ea535680f601,Golisano Hall (GOL)-1640
c03af3e0829e984fc9171f914b3a8306,SH Explore & Devel (SHD)-1380
c0498daa4aa9ca135e53a13f26ee32ee,Hugh L Carey Hall (HLC)-1335
c0512538174cf30bfac2760bad7ff6b1,Dubai C-210
c0632e1dea54c2942e1f4282a47b51cd,James E Gleason Hall(GLE)-4460
c0fd5a80fbf4e742b71cf1e2c068c0e2,Lyndon Johnson Hall (LBJ)-2550
c18fb2a3fb50aec61d940516456fa0f1,James E Gleason Hall(GLE)-1150
c2988d8279e703417150036c30aeea5d,James E Booth (BOO)-2490
c2ccd2be26904235cc080f4aeb324b1d,James E Booth (BOO)-3630
c2e9a3c8606c2aca15ee88ff85eb6065,Golisano Hall (GOL)-2570
c337e7e0a22836f6d13a16b5a6621ce6,James E Gleason Hall(GLE)-3149
c414c5e986d092e33fef8e6d58cbda67,Slaughter Hall (SLA)-1475A
c5284696192c7fa7959039c210257f29,Engineering TechHall(ENT)-3185
c58bf9b7a0daf673d9ce1d75694fe40e,Liberal Arts Hall (LBR)-A210
c5ce318e95ab904c53073003002b0f43,Frank E. Gannett (GAN)-2235
c5d40f7d1d51e39da533e4fb3da9b090,ZAG-46
c5d9a352436ec848979051dce9b792e4,Annex VII (907) - 1300
c5e7f1b4722f0b813de915313c7d73cf,James E Gleason Hall(GLE)-2149
c6721d422a691d32126311c040461ba8,James E Booth (BOO)-2630C
c672c86ea291d124980c8d7fd14e79bf,Hale-Andrews Center (HAC)-CT5
c6c480432323a1c7231243a8807ec44f,Ritter Arena (RIA) - RINK
c719610af15dda33eff4b364f7e8fcd0,James E Booth (BOO)-A630
c7b547a524b6bccd61d0274a2e717aef,SH Explore & Devel (SHD)-1140
c7bfc9a1eeaa00e2e5d6e85085c38c69,Frank E. Gannett (GAN)-3220
c840b041f278d05fc1c7709144ceb72c,Lyndon Johnson Hall (LBJ)-2580
c852220d38dcad0c3fb3344e05bde650,Engineering Hall (ENG)-1545
c917ce1d6a04bb5faf66736405e636e8,Student Dev Ctr (CSD)-2405
c919ff0f0bad74b197a426db04e208c3,Wallace Library (WAL)-4560
c969d0181963986979801da46d611938,Engineering Hall (ENG)-2700
ca3e1aad9196422077320470b166af91,Dubai C-005
cae5770f81883597d914ac6db3fae43e,Engineering Hall (ENG)-2560
cafb6e419e787f341ca6fd843860e76e,ZAG-07
cb259cad08342494518db5acb8248853,James E Booth (BOO)-3310
cb2994ee8bfbdea52e30f00c0da65ecd,Lyndon Johnson Hall (LBJ)-3635
cb4d343c23dc684562a4eeadbb9f289c,Carlson Ctr Imaging (CAR)-3215
cb6275eee8fcfd2bbbd701948df29fe5,Dubai MECHWS
cb9bf59f1d0a89d5166ceec2bea1f8d0,Ctr Biosci Ed & Tech(CBT)-3170
cc41a9e384fc14cb2891a8dc5fa751fb,Golisano Hall (GOL)-3540
cc67dbc51e195e661cac45869dc768da,James E Booth (BOO)-2950
cd3d9f364be0c3f9a37970d1ec4d8fb2,James E Booth (BOO)-3570
cdd7e24dbd279c743283d4782de80ff4,AUK 406
ce20b04354e9b006bc287bd527cf91d3,Frank E. Gannett (GAN)-A191
ce3781128d9866d725118d418e1760c1,Engineering Hall (ENG)-2700
cee254f2a5c275c8013b4184d63f0bf0,Golisano Hall (GOL)-3706
d096864848ff5ffb7877ee5954754737,James E Gleason Hall(GLE)-2140
d119989c8480cfbb0ac34a83d3186957,Thomas Gosnell Hall (GOS)-3107
d12ccbe8fd2389602d344d096d08d308,AUK 407
d1e9bbc2a58637c53e7658da839badf7,Monroe Hall (MON)-A019
d2026fe250979cd7ed5ff0a0bb945800,Thomas Gosnell Hall (GOS)-2305
d20aba91488f0130f52b6b43e2ca7486,Golisano Hall (GOL)-1720 Meeting Room 2
d23439c4d1157847a8ac46afa4ab4eb6,Student Alumni Union(SAU)-A406
d283ec11bc772ba33d09da8462b1f12e,Thomas Gosnell Hall (GOS)-3335
d2e9c062a934270f8bbfe3833ae9d3a5,Frank E. Gannett (GAN)-4000
d355f04ee365d97363f701d9555b44aa,Thomas Gosnell Hall (GOS)-A271
d378709fe96cf5afda4aa612347a6611,Engineering TechHall(ENT)-1150
d39111f5d18ced202e2e562121a4c476,James E Gleason Hall(GLE)-2230
d3ae02089cdbc35be0931fff964c1122,James E Booth (BOO)-4620
d3b66522e76c7b90c68aa6f1eb6573b6,James E Booth (BOO)-1350
d42a167f14dba08bcb833e398059f5bb,Lyndon Johnson Hall (LBJ)-1420
d4d15a9795e8a38c5108cac2fe1b4bfa,Slaughter Hall (SLA)-2450
d559a53ca32dabd367f48f98ebbc28c3,Carlson Ctr Imaging (CAR)-1155
d561b485051fdf73d2c6fd116add57ed,Lyndon Johnson Hall (LBJ)-2335
d59d718c72c40bbef8d50eb5f00c2743,Golisano Hall (GOL)-1360
d615a5a1f11400272194ef1b2e0f1585,Golisano Hall (GOL)-1435
d752d090d45810ece77287cb3690e642,James E Booth (BOO)-2600B
d76a8bec1ab355897f177d05b84480c9,Golisano Hall (GOL)-3710 Video Conference Room
d87340285d876f69634280283f3ddcd5,Lyndon Johnson Hall (LBJ)-2315
d8e55dfffefb8e6cabf930272fb0edf1,Institute Hall (INS)-3170
d9121ab302b9fe4bf119d88509817532,Max Lowenthal (LOW)-1225/1235
d91d92378d2cf07c5d650fa6c6c2737b,Golisano Hall (GOL)-1350
d97ab56eef84d3144590c0df99cc143c,Thomas Gosnell Hall (GOS)-2219
d9806d282c95d3c631ab94f620c09022,James E Booth (BOO)-3471
d98ba0c032bef89c07d612c4fd073302,Golisano Hall (GOL)-1710 Meeting Room 3
d9fc3e0b74e78efa77db5f2884a94711,Frank E. Gannett (GAN)-A020
da899dc38cf61b9fd39a8bb1470eff16,Dubai D-112
da92abae95724751224b0c969fb65e45,Dubai B-107
dab9092f9eea7a22f688cbbd6730cdb0,Frank E. Gannett (GAN)-A155
dac72941a2dadc12c92613fcef647d66,Golisano Hall (GOL)-3620
db03eba543de944c7a9af06abfc067b0,Ctr Biosci Ed & Tech(CBT)-1130
db521c8c24276dbfb035d72b0353961a,Wallace Library (WAL)-A420
dbafb75916bba5e6d5c16f800f68e6f8,Liberal Arts Hall (LBR)-A269
dbd9d449467f409b63e6357f66783c28,Lyndon Johnson Hall (LBJ)-2590
dbfd03509bafd1589408bfe2fef71bba,Engineering TechHall(ENT)-1125
dc43874d92c1f6f4b579369e97cc7113,Institute Hall (INS)-1140
dc5bd7db1a9b222e9c5b2cdab1506db3,Frank E. Gannett (GAN)-4020
dc81704d723412b573ece55b9052eb36,Slaughter Hall (SLA)-2150
dc99e6975841338c3aa8287cf80dde7b,Golisano Hall (GOL)-2500
dd72b3bdfb194c0efe796f595ff4e4f3,James E Gleason Hall(GLE)-1100
dda31fad0d3ebf2d638a356966923e12,George Eastman Hall (EAS)-2000
de6f3261e60269d949142f6ac6aa6939,Max Lowenthal Hall (LOW)-3015
df6e44432ade3653f68a4f5afd9db0b4,James E Gleason Hall(GLE)-1139
dfa244b64d8511d33899ec1a14cf5b22,Golisano Hall (GOL)-3610
e01eb629262d8b83dc44ad7dbbddabb0,Frank E. Gannett (GAN)-2211
e042044c67ffeb1e4cbe038c0f1a348e,James E Gleason Hall(GLE)-3159
e1a246c2017315da4ced50b0a8429eb3,Dubai H-106
e1b0ce77ba94e675e8fe3b14f1799fe1,Hale-Andrews Center (HAC)-CT3
e1d61d4133f9c8509408e227f5d9b3e9,Thomas Gosnell Hall (GOS)-A207
e272a5d7b151bda56d9d6ef0bf73d4c2,Institute Hall (INS)-3090
e285d8a72be3ec84dea0adf3599f7c20,Golisano Hall (GOL)-2690
e3055f8a1027bd65fd6ec78299e27010,James E Booth (BOO)-3634
e3220a96ee30fbfe59b6c509d6cad076,MAGIC Spell Studios (MSS)-2100
e362a87f6583d44dc0b0360dd52da932,ZAG-05
e3a65dfa58fb70c99a07377a3e0cde4b,Thomas Gosnell Hall (GOS)-1125
e43ba68b86690c55ba7b0da0ca60d7e8,James E Gleason Hall(GLE)-1129
e44caf2727e60007c2f1a01a986d5cea,Student Alumni Union(SAU)-GAME
e4b6c3ebcc313b7f529ff0f0fc2d1f85,Golisano Hall (GOL)-2435
e4fa6c8807eeb6f58a6533e811977737,Frank E. Gannett (GAN)-A080
e5530c4c9b9020c6c82fa14d49aafd82,DBK 11
e5840784e1203859eb1b633a9686da32,Golisano Hall (GOL)-3520
e64524305000250ad0d68ff7e103fd28,Liberal Arts Hall (LBR)-3215
e6573359efb621c93be93e93111fa2ab,Hugh L Carey Hall (HLC)-2555
e6d94f229b0a2734d5fb0c7bb7d05bb3,Dubai B-210
e82abcfed2d6799e2b1d0ab7c3a15ed2,James E Gleason Hall(GLE)-1517
e8ddbc675fd84565ae859f76238d5cc6,James E Gleason Hall(GLE)-1510
e8fde5debf910a0725931da58fa9bd7f,James E Booth (BOO)-4621
e9ca4a45a20b1dbaa9ae5ec2614d1bc6,Sustainability Inst(SUS)-3160
e9ec5157749f135acc9c179e2e9d59d5,James E Gleason Hall(GLE)-2550
ea03a194a4694a04943e9d11bd015a8a,James E Booth (BOO)-1480
ea7726fbbe8a4956bfebcedb6837caa7,James E Booth (BOO)-3630
ea9c948372e6a450db218997c48c0e77,James E Booth (BOO)-3634
eaecf403af67747e0cfd20cb10708413,James E Gleason Hall(GLE)-2260
eb106f80cd87f68c0452af1cb45615f8,Orange Hall (ORN)-1370
eb349a805c0bad0f3a8221bcd1c64431,AUK 408
eb753427d61a045753272104558898b4,Lyndon Johnson Hall (LBJ)-1310
eb96218d93af997bdee10d3a7c794203,Dubai H-212
eb96f203f23e6ebacd166e53f92de243,Golisano Hall (GOL)-1730 Meeting Room 1
ebdc38a5694e771285bce1edf713989f,James E Gleason Hall(GLE)-1550
ec04ff5561f85e881328f46de33de886,Institute Hall (INS)-3120
ec2f3cae01a90c2ac07694a38e9b6e0b,Institute Hall (INS)-1080
ec6fd620b7c36b71be898790b9f31647,Golisano Hall (GOL)-1160
ec8b51bd4648972c983f43fbe4d6fbf9,Institute Hall (INS)-1180
eca609ddfdfe688145a1ce89dffd746e,Engineering Hall (ENG)-2110
ece71630bf0a60d65eb7571cad8b3e50,Dubai D-207
ece9af897448eaa0720767458ab09e45,Lyndon Johnson Hall (LBJ)-1761
ed1348855190ba22d56cdf26b261a179,James E Gleason Hall(GLE)-1238
ed6b18d16f75d26b72141ee634677f99,Frank E. Gannett (GAN)-2050
edcaf90c91f5778ced9f59cadb3be3bc,Monroe Hall (MON)-2010
ede0cdc2e46de44a471484730866bbef,Lyndon Johnson Hall (LBJ)-3643
ee003549a5866762fdc2a5885db8193d,James E Gleason Hall(GLE)-4460
ee1cf893d9da200b1444d6b988d5dbc0,Dubai C-108
ee261715ad9ed3d69110bf5496709c5b,James E Booth (BOO)-1611
eef001a652bf665f1e175e67129f77a4,Dubai H-004
ef479077c237433c09b4e826143f0069,Frank E. Gannett (GAN)-A165
ef776ee74093f6c5307bea67f122b680,Lyndon Johnson Hall (LBJ)-3355
efdbc72573b6579ca47b82af22f8d209,DBK 03
f045f239d34b8aac6f541bdc3248782e,Liberal Arts Hall (LBR)-A201
f049c60ff29c743399599d6d6c04d417,Frank E. Gannett (GAN)-A171
f12d923983bd87ebf98537100c9a5fb5,Frank E. Gannett (GAN)-A170
f18bbe7cb0262d187f10818684ce2a3a,Lyndon Johnson Hall (LBJ)-1721
f1e5113fb2ab556ce45a0a1f1908a22e,Thomas Gosnell Hall (GOS)-3125
f247937b20441646d7d31fb9317b2dc9,James E Gleason Hall(GLE)-2271
f29162a6e7f4d559805cd09eb44b0312,James E Booth (BOO)-2631
f293e63b6c52893cf0ff150a633d3415,Carlson Ctr Imaging (CAR)-1210
f29e7c212d478cb12f65d4ca8aa135a6,Dubai E-318
f2d8882e70313b1949a5c7df19cf9b35,Engineering TechHall(ENT)-2180
f3004ac7a6a86394b26b9604dd21b115,James E Booth (BOO)-A305
f5259811d7ec83a495ee811c11ec42c7,James E Gleason Hall(GLE)-2260
f5300a776c3c7b9c40394bdab3d474cd,DBK 01
f56c311123b795e67204d077f14ab4d7,Max Lowenthal Hall (LOW)-3105
f5f522e5820275a1e6f2debea147cf15,Student Dev Ctr (CSD)-2102
f68e6bb74068bf23adc3ca92493ae1ca,James E Booth (BOO)-3630
f693918cfb90035e382049ebee61b67b,Hale-Andrews Center (HAC)-A415
f718e86a775cf40db9c2d5a9abd7dfc7,Slaughter Hall (SLA)-1270
f7d2235eb1ce8dabb8da346047cc843d,James E Gleason Hall(GLE)-1159
f9155703682a8c51794171eed1dbb5f7,Engineering TechHall(ENT)-3165
fa3b386f52ed0ed8ed354b005497e6e1,Slaughter Hall (SLA)-2170
fbd89a462f834bdf779cd080c8d98f1c,James E Booth (BOO)-3500
fc0ac289cf199da41bf81ec6cd8b6837,ZAG-45
fc181e1eaf44a7c7a1eab3edafe0f193,Wallace Library (WAL)-3490
fc2ba000d8e87a3e47bab74aafdd7a14,MAGIC Spell Studios (MSS)-3172
fc4b27b577ba8f194d2271b79ce8ee75,James E Booth (BOO)-1560
fc4bcc4b160a1c0983acca313e2f7ffe,James E Gleason Hall(GLE)-2360
fd1da7f1a71d8a9541792a66289a3588,Thomas Gosnell Hall (GOS)-3154
fd7482b38ba50df9df01aaa75b519a2d,James E Booth (BOO)-3580
fd94ad0ad1b0db40b80fdadf9865ae7c,Frank E. Gannett (GAN)-1950
fde2b3bfe5803394ccbed9769c61c4a0,Wallace Library (WAL)-3510
fdf2ddd1a86bf62b1e213c80734e9262,James E Gleason Hall(GLE)-4460
feffa3d3a0daaa3cdfea70ed25419e66,Student Dev Ctr (CSD)-1300
ff77a0c3b24103d868759e72630b800d,Wallace Library (WAL)-3560
ff8470bd540625e591208efd9a7c4f20,James E Booth (BOO)-4501
ff9b5828506b035877c9398e9bf6c328,ZAG-10
